Gene.name	geneSymbol	Chromosome.scaffold.name	Gene.start..bp.	Gene.end..bp.	Strand	Gene.type	Gene.description	logCPM	adjP_gonad	adjP_brain	FB_MB	FB_O	FB_T	MB_O	MB_T	O_T
TEKT4	ENSCJPG00005005517	14	5550034	5562569	1	protein_coding	tektin 4 [Source:NCBI gene;Acc:107320792]	11.59526536	5.86e-162	1	0.862621909	0.204677186	4.44e-86	0.005121962	8.42e-94	3.79e-80
TET3	ENSCJPG00005011943	22	1261315	1270214	-1	protein_coding	tet methylcytosine dioxygenase 3 [Source:NCBI gene;Acc:107323691]	8.352319813	0.279477639	1	1	0.379664113	3.2e-05	0.59383411	4.62e-06	2.05e-07
TFAP4	ENSCJPG00005016836	14	11164574	11168747	-1	protein_coding	transcription factor AP-4 [Source:NCBI gene;Acc:107320990]	7.605113511	0.004426007	1	1	3.04e-05	0.780478713	0.000183974	0.462688817	4.92e-06
TFDP1	ENSCJPG00005013541	1	123700299	123728259	-1	protein_coding	transcription factor Dp-1 [Source:NCBI gene;Acc:107306354]	9.590653632	1.36e-24	1	1	0.145771695	1.52e-10	0.140780057	1.37e-10	1.17e-06
TFF2	ENSCJPG00005008691	1	98537925	98542653	-1	protein_coding	trefoil factor 2-like [Source:NCBI gene;Acc:107324058]	2.872856255	1.28e-06	1	1	1	9.52e-06	1	2.05e-07	2.58e-07
TFG	ENSCJPG00005017597	1	76124363	76138112	1	protein_coding	trafficking from ER to golgi regulator [Source:NCBI gene;Acc:107320803]	11.0929112	2.61e-09	1	1	0.101933182	0.000413034	0.0814345	0.000294071	0.082184655
TFPI2	ENSCJPG00005009904	2	21254070	21261122	-1	protein_coding	tissue factor pathway inhibitor 2 [Source:NCBI gene;Acc:107309088]	12.21699322	2.43e-46	1	0.61443089	8.34e-31	0.131451945	7.48e-38	0.000912964	1.04e-24
TGIF2	ENSCJPG00005019624	20	377794	380747	-1	protein_coding	TGFB induced factor homeobox 2 [Source:HGNC Symbol;Acc:HGNC:15764]	6.438722338	0.6203713	1	1	1.39e-16	2.21e-10	2.02e-19	1.02e-12	0.040243826
THOC5	ENSCJPG00005015641	15	9919327	9930862	1	protein_coding	THO complex 5 [Source:NCBI gene;Acc:107321332]	10.73884013	0.134121703	1	0.935869575	1.16e-11	5.99e-13	2.32e-08	1.72e-09	0.716258285
THY1	ENSCJPG00005009299	24	3554323	3556512	1	protein_coding	Thy-1 cell surface antigen [Source:HGNC Symbol;Acc:HGNC:11801]	8.975860664	1.53e-33	1	0.754415418	0.007645464	0.010671474	0.152729128	0.174896243	1
TINAG	ENSCJPG00005007821	3	80246296	80286116	-1	protein_coding	tubulointerstitial nephritis antigen [Source:NCBI gene;Acc:107312122]	3.925706206	0.000628923	0.742783769	0.958496978	5.48e-06	0.255383627	6.76e-09	0.020312586	0.000291919
TLE1	ENSCJPG00005009379	Z	35423795	35492704	-1	protein_coding	TLE family member 1, transcriptional corepressor [Source:NCBI gene;Acc:107306241]	7.301992129	0.746818424	1	0.969816116	0.485266275	0.052724264	0.772169918	0.001245478	0.004616883
TLE4	ENSCJPG00005009372	Z	34744369	34852706	1	protein_coding	TLE family member 4, transcriptional corepressor [Source:NCBI gene;Acc:107306234]	8.220987087	0.05285602	1	0.94391526	0.49259329	0.077580763	0.68597024	0.580573102	0.313408919
TLK1	ENSCJPG00005017830	7	16164006	16223785	1	protein_coding	tousled like kinase 1 [Source:NCBI gene;Acc:107316696]	11.32723611	7.05e-18	1	1	0.918962439	0.000733917	0.805217833	0.000386148	0.0012714
TLX1	ENSCJPG00005019970	6	20157830	20163953	-1	protein_coding	T cell leukemia homeobox 1 [Source:NCBI gene;Acc:107315946]	5.942393248	1.84e-17	1	1	0.007308408	0.028363097	0.004110407	0.022828375	0.625300127
TM2D2	ENSCJPG00005015214	22	3791789	3793021	-1	protein_coding	TM2 domain containing 2 [Source:NCBI gene;Acc:107323777]	9.881489417	4.64e-05	1	1	0.531032838	0.109803666	0.534609704	0.113041002	0.376666492
TMA16	ENSCJPG00005000705	4	20546490	20560083	1	protein_coding	translation machinery associated 16 homolog [Source:NCBI gene;Acc:107313037]	8.785698726	0.723552357	1	1	0.035942471	0.251368404	0.033180803	0.244703882	0.366675516
TMC2	ENSCJPG00005004506	2	40666437	40690749	1	protein_coding	transmembrane channel like 2 [Source:NCBI gene;Acc:107309365]	4.131026687	1.36e-06	1	1	1	0.190407027	1	0.157868746	0.169020671
TMCO4	ENSCJPG00005018704	21	4165711	4194370	-1	protein_coding	transmembrane and coiled-coil domains 4 [Source:NCBI gene;Acc:107323331]	7.332197242	0.403498514	1	1	0.069771741	0.582106835	0.0176271	0.321232067	0.204414746
TMED4	ENSCJPG00005011839	22	980466	984315	-1	protein_coding	transmembrane p24 trafficking protein 4 [Source:NCBI gene;Acc:107323699]	11.58652166	1.77e-13	1	1	0.11147006	3.8e-07	0.081316115	1.86e-07	0.000790148
TMOD4	ENSCJPG00005015266	25	2241883	2244685	-1	protein_coding	tropomodulin 4 [Source:NCBI gene;Acc:107324556]	5.919389487	0.047587804	1	1	0.447475785	0.002936496	0.060752678	0.054437881	9.58e-05
TMTC2	ENSCJPG00005004705	1	37121703	37366879	1	protein_coding	transmembrane O-mannosyltransferase targeting cadherins 2 [Source:NCBI gene;Acc:107311157]	7.459348773	0.002135268	1	1	0.746272375	0.000671304	0.40615409	7.06e-05	0.002701635
TNKS2	ENSCJPG00005018977	6	17275687	17324769	1	protein_coding	tankyrase 2 [Source:NCBI gene;Acc:107315940]	10.87279538	3.39e-13	1	1	0.552234472	6.7e-05	0.461040267	1.39e-05	0.000675827
TNMD	ENSCJPG00005016399	4	5013944	5018572	-1	protein_coding	tenomodulin [Source:NCBI gene;Acc:107312717]	3.14619801	0.2212007	1	0.958496978	0.401628651	0.715415586	0.032484999	0.10884646	0.601524676
TNNC1	ENSCJPG00005004113	12	238381	243474	-1	protein_coding	troponin C1, slow skeletal and cardiac type [Source:NCBI gene;Acc:107319557]	7.340754591	0.125938799	1	0.50371176	1.41e-07	0.404160834	0.000466549	0.395641	8.41e-06
TNNC2	ENSCJPG00005006374	20	9484620	9492122	-1	protein_coding	troponin C2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11944]	6.185104921	1.56e-13	1	0.293374906	7.33e-34	0.000107864	8.82e-28	0.082846212	3.43e-20
TNNI1	ENSCJPG00005007907	26	1164437	1167547	1	protein_coding	troponin I1, slow skeletal type [Source:NCBI gene;Acc:107324653]	4.599141149	0.086999013	0.196305388	0.004689732	0.000121095	0.005046917	0.961837891	0.391170494	0.33553857
TNNI2	ENSCJPG00005018574	5	10462718	10465440	1	protein_coding	troponin I2, fast skeletal type [Source:NCBI gene;Acc:107314554]	7.091214058	2.83e-22	1	1	2.92e-36	0.215345842	1.87e-39	0.101874874	1.56e-31
TNNT2	ENSCJPG00005007908	26	1183036	1187157	1	protein_coding	troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]	2.393265209	0.444981997	1	0.353944156	0.000861397	0.039880495	0.104280394	0.965228345	0.143327926
TNNT3	ENSCJPG00005018577	5	10528339	10547137	1	protein_coding	troponin T3, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11950]	8.365930245	2.07e-26	1	1	4.61e-31	0.003692645	2.7e-29	0.000333624	4.28e-43
TOP1	ENSCJPG00005020862	20	4170166	4193909	1	protein_coding	DNA topoisomerase I [Source:NCBI gene;Acc:107322894]	11.22139876	6.63e-05	1	1	0.503683987	0.800087452	0.801054016	0.910150305	0.669558407
TOX	ENSCJPG00005010427	2	101427250	101643384	-1	protein_coding	thymocyte selection associated high mobility group box [Source:NCBI gene;Acc:107310206]	4.318224859	0.000786506	1	0.711814993	5.53e-22	2.23e-17	3.19e-28	3.16e-23	0.180911773
TOX3	ENSCJPG00005014332	11	4268345	4337125	1	protein_coding	TOX high mobility group box family member 3 [Source:NCBI gene;Acc:107319219]	5.972369894	4.07e-09	1	1	0.000429372	9.61e-06	7.38e-05	1.07e-06	0.423543038
TPM1	ENSCJPG00005008946	10	3345326	3363000	-1	protein_coding	tropomyosin 1 [Source:NCBI gene;Acc:107318467]	11.50381451	2.62e-37	1	1	0.010493428	7.41e-05	0.004664794	1.83e-05	0.18198554
TPMT	ENSCJPG00005017918	2	68542598	68549678	-1	protein_coding	thiopurine S-methyltransferase [Source:NCBI gene;Acc:107309711]	7.688772625	0.304958705	1	1	0.513566268	0.027522327	0.772507057	0.008714086	0.002770799
TPPP3	ENSCJPG00005011313	11	1365600	1366913	-1	protein_coding	tubulin polymerization promoting protein family member 3 [Source:NCBI gene;Acc:107319137]	9.23013979	1.62e-10	1	1	3.86e-05	0.536003575	1.52e-05	0.425779801	0.000535536
TPR	ENSCJPG00005021495	8	9066847	9112031	1	protein_coding	translocated promoter region, nuclear basket protein [Source:NCBI gene;Acc:107317323]	12.72258045	1.75e-11	1	1	5.57e-09	0.559591619	3.3e-10	0.89222328	1.02e-10
TPRN	ENSCJPG00005017831	17	1015278	1024785	1	protein_coding	taperin [Source:NCBI gene;Acc:107321610]	9.933876358	1.05e-38	1	1	2.46e-18	0.479910341	3.6e-19	0.287225435	3.35e-21
TRIL	ENSCJPG00005012555	2	30706247	30708529	-1	protein_coding	TLR4 interactor with leucine rich repeats [Source:NCBI gene;Acc:107309233]	5.735685587	6.92e-05	1	1	1.45e-17	6.34e-43	7.52e-20	8.06e-46	6.32e-11
TRIP4	ENSCJPG00005000964	10	599052	625934	-1	protein_coding	thyroid hormone receptor interactor 4 [Source:NCBI gene;Acc:107318478]	9.991060087	3.17e-21	1	1	0.043261302	1.39e-08	0.024235458	3.73e-09	0.000380271
TRPM6	ENSCJPG00005007835	Z	33005977	33093819	-1	protein_coding	transient receptor potential cation channel subfamily M member 6 [Source:NCBI gene;Acc:107306212]	6.956222993	2.97e-20	1	1	1	0.014174909	1	0.008998664	0.014720516
TSHR	ENSCJPG00005019358	5	37008687	37049753	1	protein_coding	thyroid stimulating hormone receptor [Source:NCBI gene;Acc:107315169]	4.040158438	0.002379453	1	0.978288639	0.016789189	0.364907814	0.000440892	0.044551087	0.125128864
TTLL1	ENSCJPG00005015596	1	62940053	62954876	-1	protein_coding	tubulin tyrosine ligase like 1 [Source:NCBI gene;Acc:107317289]	8.289320121	1.01e-21	1	1	5.58e-12	0.002282911	1.89e-10	0.012943248	9.41e-05
TTYH3	ENSCJPG00005014176	14	3319887	3384254	-1	protein_coding	tweety family member 3 [Source:NCBI gene;Acc:107320673]	9.364702907	0.028887138	1	1	0.13597046	1.48e-05	0.076826969	4.29e-06	0.00691356
TULP1	ENSCJPG00005002270	26	442643	445974	-1	protein_coding	TUB like protein 1 [Source:NCBI gene;Acc:107324598]	3.804265665	0.40726026	1	1	0.013901816	0.320510425	0.004675287	0.263301132	0.084110978
TUSC3	ENSCJPG00005010583	4	57380213	57479571	-1	protein_coding	tumor suppressor candidate 3 [Source:NCBI gene;Acc:107313763]	9.100219002	2.24e-07	1	1	1.25e-08	8.22e-05	3.55e-10	5.74e-06	0.081106075
TUT7	ENSCJPG00005009432	Z	37021213	37050325	-1	protein_coding	terminal uridylyl transferase 7 [Source:NCBI gene;Acc:107306267]	11.43920081	1.14e-43	0.68618456	0.715069718	0.42813544	7.03e-11	0.01608269	5.33e-07	1.55e-13
TXK	ENSCJPG00005016537	4	60029799	60043561	1	protein_coding	TXK tyrosine kinase [Source:NCBI gene;Acc:107313764]	4.911042125	0.079766786	1	1	0.006475473	7.36e-06	0.00059534	9.1e-08	0.045711682
TYRP1	ENSCJPG00005003297	Z	27668092	27687081	1	protein_coding	tyrosinase related protein 1 [Source:NCBI gene;Acc:107306127]	5.351476933	7.39e-06	1	1	0.733809626	2.37e-18	0.57910072	9.23e-24	8.11e-21
UBAP2	ENSCJPG00005005539	Z	6827372	6897166	-1	protein_coding	ubiquitin associated protein 2 [Source:NCBI gene;Acc:107305744]	13.66182814	9.17e-17	0.178323059	3.2e-20	0.020675304	6.05e-18	1.23e-14	0.265220144	4.07e-11
UBE2B	ENSCJPG00005005133	13	2299829	2306991	1	protein_coding	ubiquitin conjugating enzyme E2 B [Source:NCBI gene;Acc:107320220]	9.84526737	9.63e-06	1	1	0.4027871	2.93e-06	0.540285813	9.9e-06	0.000198367
UBL3	ENSCJPG00005020426	1	156865550	156877135	1	protein_coding	ubiquitin like 3 [Source:NCBI gene;Acc:107308248]	9.213464649	0.003788033	1	1	9.52e-05	3.95e-05	0.000262564	0.000119351	0.903087948
UBN2	ENSCJPG00005008989	1	44719374	44764593	1	protein_coding	ubinuclein 2 [Source:NCBI gene;Acc:107313460]	11.78266846	6.05e-32	1	1	5.33e-10	1.63e-30	7.01e-12	3.33e-33	1.91e-09
UBXN6	ENSCJPG00005010321	28	1641781	1645847	-1	protein_coding	UBX domain protein 6 [Source:NCBI gene;Acc:107325544]	11.80174155	8.03e-58	1	1	0.008662262	3.64e-19	0.002621817	1.91e-20	1.02e-10
UCHL1	ENSCJPG00005017116	4	61994604	61998713	-1	protein_coding	ubiquitin C-terminal hydrolase L1 [Source:NCBI gene;Acc:107313792]	10.72034419	4.14e-10	1	1	0.001918457	1.93e-36	0.000593885	1.95e-37	5.69e-24
UCKL1	ENSCJPG00005004001	20	8535597	8548945	1	protein_coding	uridine-cytidine kinase 1 like 1 [Source:NCBI gene;Acc:107323180]	8.092550544	0.11122801	1	1	0.000665702	0.001500472	0.008088271	0.015386382	0.828829875
UCN3	ENSCJPG00005004068	1	1208618	1209079	-1	protein_coding	urocortin 3 [Source:NCBI gene;Acc:107312476]	1.529974496	0.344082745	1	0.005902957	8.43e-08	3.49e-06	2.71e-20	1.62e-17	0.501086741
UGDH	ENSCJPG00005017826	4	62551000	62563570	1	protein_coding	UDP-glucose 6-dehydrogenase [Source:NCBI gene;Acc:107313822]	10.07863098	4.75e-84	1	1	7.07e-22	2.89e-05	2.47e-21	1.05e-05	3.56e-38
UPK1B	ENSCJPG00005017408	1	72343571	72361938	-1	protein_coding	uroplakin 1B [Source:NCBI gene;Acc:107320385]	4.299849561	0.081580042	1	0.325788568	0.182862334	0.001356498	0.521416257	0.266005376	0.072461273
UPK3A	ENSCJPG00005016168	1	64677142	64683406	1	protein_coding	uroplakin 3A [Source:NCBI gene;Acc:107317561]	3.796956272	0.827899564	1	0.076371004	0.196299388	0.754657231	1.73e-05	0.016285854	0.095411001
UPK3B	ENSCJPG00005009801	19	3092374	3097690	-1	protein_coding	uroplakin 3B [Source:HGNC Symbol;Acc:HGNC:21444]	2.839590514	4.05e-05	1	1	1	0.439598181	1	0.46176258	0.512920675
USF1	ENSCJPG00005013970	25	228544	231386	-1	protein_coding	upstream transcription factor 1 [Source:NCBI gene;Acc:107324324]	9.565565434	0.000103637	1	1	0.957308334	0.000658887	0.885091099	0.000972945	0.000422569
USH1C	ENSCJPG00005010751	5	15985754	16030181	-1	protein_coding	USH1 protein network component harmonin [Source:NCBI gene;Acc:107314668]	8.825610614	2.13e-14	1	0.958496978	1	0.023377789	0.151806878	0.139972944	0.005036451
USH1G	ENSCJPG00005021546	18	9235023	9242198	-1	protein_coding	USH1 protein network component sans [Source:NCBI gene;Acc:107322370]	4.441063192	0.478982628	1	1	0.458616148	0.689444556	0.847997747	0.905193103	0.716567464
USH2A	ENSCJPG00005007395	3	17848102	18204306	1	protein_coding	usherin [Source:NCBI gene;Acc:107311085]	8.072618452	8.56e-08	1	1	0.295600546	0.304657064	0.763185482	0.796127692	0.973361786
UTP6	ENSCJPG00005021395	18	7519513	7527488	1	protein_coding	UTP6 small subunit processome component [Source:NCBI gene;Acc:107322033]	9.208321553	5.8e-05	1	1	8.14e-06	1	2.21e-05	0.850421983	6.33e-06
UTS2B	ENSCJPG00005013563	9	11839995	11846185	1	protein_coding	urotensin 2B [Source:NCBI gene;Acc:107318283]	3.482026337	0.000619645	1	0.013036651	2.02e-06	5.4e-31	0.345696328	9.98e-17	1.63e-13
UXS1	ENSCJPG00005013232	1	122101629	122204865	-1	protein_coding	UDP-glucuronate decarboxylase 1 [Source:NCBI gene;Acc:107306555]	8.858624198	0.479219503	1	1	0.75677028	0.223112875	0.940970016	0.134810113	0.099448807
VAC14	ENSCJPG00005007146	11	945197	994389	-1	protein_coding	VAC14 component of PIKFYVE complex [Source:NCBI gene;Acc:107319182]	10.07060863	1.33e-10	1	1	5.12e-05	0.032763302	1.26e-05	0.067615867	4.23e-10
VAPB	ENSCJPG00005007222	20	10101555	10126571	-1	protein_coding	VAMP associated protein B and C [Source:NCBI gene;Acc:107323060]	10.10005399	5.07e-26	1	1	0.308905325	4.99e-16	0.25923319	2.47e-16	1.77e-12
VASN	ENSCJPG00005016853	14	11188318	11191259	1	protein_coding	vasorin [Source:HGNC Symbol;Acc:HGNC:18517]	8.232833157	3.88e-10	1	1	3.82e-23	0.000323287	3.74e-25	5.85e-05	1.5e-11
VAX1	ENSCJPG00005020117	6	25900876	25905406	-1	protein_coding	ventral anterior homeobox 1 [Source:NCBI gene;Acc:107316170]	1.16951082	0.080118155	0.147591868	0.040497609	1	1	0.000571218	0.001245478	1
VDAC1	ENSCJPG00005005127	13	2131171	2138158	-1	protein_coding	voltage dependent anion channel 1 [Source:NCBI gene;Acc:107320177]	9.477581189	0.00681414	1	1	3.91e-08	2.64e-08	5.74e-08	4.16e-08	0.999141554
VDAC2	ENSCJPG00005010903	6	12469545	12481624	-1	protein_coding	voltage dependent anion channel 2 [Source:NCBI gene;Acc:107315829]	14.11028414	1.38e-85	1	1	1	0.53618101	1	0.471323567	0.460236868
VEGFC	ENSCJPG00005009963	4	39526995	39587398	-1	protein_coding	vascular endothelial growth factor C [Source:NCBI gene;Acc:107313491]	7.901269867	1.68e-27	1	1	1.25e-16	0.003134907	7.58e-16	0.00070857	1.79e-27
VEGFD	ENSCJPG00005018153	1	109925630	109980584	1	protein_coding	vascular endothelial growth factor D [Source:NCBI gene;Acc:107325582]	5.654211611	0.320882811	1	0.742613392	1.28e-05	5.35e-05	3.06e-09	2.08e-08	0.766164792
VEZF1	ENSCJPG00005018643	19	7460345	7470732	1	protein_coding	vascular endothelial zinc finger 1 [Source:NCBI gene;Acc:107322775]	9.723299991	0.635683933	1	1	0.745334608	0.00059895	0.904680507	0.001212587	0.002370839
VIP	ENSCJPG00005007731	3	44612501	44618638	1	protein_coding	vasoactive intestinal peptide [Source:NCBI gene;Acc:107311599]	4.944327187	4.31e-11	0.014665263	1.35e-08	0.77416707	8.87e-24	1.76e-11	2.49e-50	2.07e-22
VIPR1	ENSCJPG00005010504	2	1537178	1630515	1	protein_coding	Coturnix japonica vasoactive intestinal peptide receptor 1 (VIPR1), mRNA. [Source:RefSeq mRNA;Acc:NM_001323242]	3.466400765	0.295214115	1	1	6.88e-08	7.33e-09	1.79e-08	3.37e-09	0.722884076
VPS41	ENSCJPG00005006272	2	77200053	77297884	1	protein_coding	VPS41 subunit of HOPS complex [Source:NCBI gene;Acc:107309854]	10.41729241	0.084265355	1	1	0.036973083	0.01022789	0.156316613	0.059693976	0.707352979
VPS4B	ENSCJPG00005016775	2	63117669	63131193	-1	protein_coding	vacuolar protein sorting 4 homolog B [Source:NCBI gene;Acc:107309630]	10.69836247	0.001284747	1	1	0.051643434	0.010930576	0.013327982	0.002141012	0.630190976
VPS72	ENSCJPG00005015267	25	2245731	2248204	-1	protein_coding	vacuolar protein sorting 72 homolog [Source:NCBI gene;Acc:107324555]	9.323224358	0.001040018	1	1	0.005473906	0.711202846	0.00993861	0.567395724	0.001062627
VSIG1	ENSCJPG00005017228	4	13248400	13263025	-1	protein_coding	V-set and immunoglobulin domain containing 1 [Source:NCBI gene;Acc:107312786]	3.441310743	4.05e-05	1	0.906059371	1	0.01753626	0.153954553	0.154362441	0.005990497
VSIG8	ENSCJPG00005015184	25	2071034	2078271	1	protein_coding	V-set and immunoglobulin domain containing 8 [Source:HGNC Symbol;Acc:HGNC:32063]	2.087482643	0.025064263	1	1	0.479397127	0.840331682	0.68423575	0.549781928	0.29515232
VSX2	ENSCJPG00005019215	5	34304152	34321579	1	protein_coding	visual system homeobox 2 [Source:NCBI gene;Acc:107315150]	5.460587251	0.057252523	1	0.88031848	9.62e-07	0.0812317	6.14e-11	0.001015751	0.001255541
VWA2	ENSCJPG00005020069	6	24622240	24632105	1	protein_coding	von Willebrand factor A domain containing 2 [Source:NCBI gene;Acc:107316141]	8.041507309	0.141955209	1	1	1	0.806079339	0.822414705	0.593322193	0.80530197
VWC2	ENSCJPG00005014895	2	50188786	50236497	-1	protein_coding	von Willebrand factor C domain containing 2 [Source:NCBI gene;Acc:107309496]	6.49449558	0.006278677	1	1	2.55e-08	2.86e-05	3.63e-09	6.07e-06	0.169806934
VWDE	ENSCJPG00005011777	2	24350486	24386580	-1	protein_coding	von Willebrand factor D and EGF domains [Source:NCBI gene;Acc:107309097]	4.397677346	0.002735656	1	0.992040727	5.54e-12	0.340213898	3.07e-15	1	3.07e-13
WAC	ENSCJPG00005003784	2	13881515	13931902	-1	protein_coding	WW domain containing adaptor with coiled-coil [Source:NCBI gene;Acc:107308939]	12.31506143	3.84e-19	1	1	0.00218512	2.9e-11	0.000529813	2.06e-12	0.000364369
WASF1	ENSCJPG00005009398	3	60670532	60713226	1	protein_coding	WASP family member 1 [Source:NCBI gene;Acc:107311898]	10.3342607	3.28e-21	1	1	0.001030094	0.708527445	9.98e-05	0.941686739	0.000126934
WBP1L	ENSCJPG00005019989	6	20430121	20477514	1	protein_coding	WW domain binding protein 1 like [Source:NCBI gene;Acc:107316081]	8.888221263	1.52e-36	1	1	4.08e-07	0.00014014	5.97e-08	0.000498661	3.56e-18
WDR41	ENSCJPG00005007966	Z	12050967	12066614	-1	protein_coding	WD repeat domain 41 [Source:NCBI gene;Acc:107305935]	8.235852663	0.002529448	0.051473811	0.180854075	0.004640313	0.020160427	5.78e-08	8.44e-07	0.631007952
WDR70	ENSCJPG00005007178	Z	10561683	10684045	1	protein_coding	WD repeat domain 70 [Source:NCBI gene;Acc:107305851]	9.691586924	7.2e-10	0.014665263	0.146052142	0.446860078	0.001469305	0.096801391	0.606948114	0.021625084
WDR76	ENSCJPG00005021123	10	18053158	18058815	-1	protein_coding	WD repeat domain 76 [Source:NCBI gene;Acc:107318951]	8.263485275	3.09e-06	1	0.696178288	9.14e-16	4.6e-22	3.4e-11	3.81e-17	0.07008546
WDR86	ENSCJPG00005000087	2	5542297	5556648	-1	protein_coding	WD repeat domain 86 [Source:NCBI gene;Acc:107308771]	6.742452389	8.92e-19	1	1	0.051709723	2.25e-13	0.001855984	1.17e-10	4.24e-20
WEE1	ENSCJPG00005003816	5	13538274	13544538	-1	protein_coding	WEE1 G2 checkpoint kinase [Source:NCBI gene;Acc:107314612]	12.2664955	5.22e-60	1	1	4.19e-07	2.06e-49	1.84e-06	2.87e-48	2.77e-28
WFDC2	ENSCJPG00005006312	20	9460482	9462819	1	protein_coding	WAP four-disulfide core domain protein 2-like [Source:NCBI gene;Acc:107323167]	3.278048256	0.484041094	1	1	0.013035589	0.577410345	0.003379317	0.455257093	0.043069917
WIPF2	ENSCJPG00005002712	27	4063875	4072217	1	protein_coding	WAS/WASL interacting protein family member 2 [Source:NCBI gene;Acc:107325205]	8.672855795	0.061849951	1	1	0.048220864	0.483639711	0.014138308	0.783619223	0.004674096
WNT2	ENSCJPG00005012164	1	22177477	22188161	1	protein_coding	Wnt family member 2 [Source:NCBI gene;Acc:107309102]	2.816936407	0.005366485	1	1	0.536862632	0.696176251	0.519837062	0.708251363	0.304242439
WNT3A	ENSCJPG00005010538	2	2165118	2239552	-1	protein_coding	Wnt family member 3A [Source:NCBI gene;Acc:107308854]	3.703052378	2.29e-06	1	1	0.000408009	0.014130012	0.000102226	0.0242543	5.28e-09
