Gene stable ID	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type
ENSGALG00000049050			18	2886919	2892870	-1	lncRNA
ENSGALG00000050670			18	2935694	2973865	-1	lncRNA
ENSGALG00000050557			18	3037782	3061428	-1	lncRNA
ENSGALG00000049195		forkhead box K2 [Source:NCBI gene;Acc:427798]	18	3464404	3469313	-1	lncRNA
ENSGALG00000048512			18	3574501	3578828	1	lncRNA
ENSGALG00000054039			18	3725418	3756387	1	lncRNA
ENSGALG00000050170			5	35944609	35989689	-1	lncRNA
ENSGALG00000048439			5	36039456	36046027	-1	lncRNA
ENSGALG00000037870			7	23202420	23229758	-1	lncRNA
ENSGALG00000039582			1	37933532	37969782	1	lncRNA
ENSGALG00000052941			5	36247765	36253224	-1	lncRNA
ENSGALG00000031398			7	23251973	23253748	1	lncRNA
ENSGALG00000051250			5	36256681	36263190	-1	lncRNA
ENSGALG00000053768			5	36396658	36398985	1	lncRNA
ENSGALG00000047282			1	38218202	38224178	-1	lncRNA
ENSGALG00000054355			7	23404159	23410055	-1	lncRNA
ENSGALG00000048121			5	36596465	36624472	1	lncRNA
ENSGALG00000053139			7	23471934	23481309	-1	lncRNA
ENSGALG00000034552			1	38390486	38394399	1	lncRNA
ENSGALG00000051543			5	36625102	36635866	1	lncRNA
ENSGALG00000047561			7	23795330	23838006	1	lncRNA
ENSGALG00000054653			1	38525047	38681605	1	lncRNA
ENSGALG00000050233			7	23869998	23888496	1	lncRNA
ENSGALG00000046774			5	36640604	36650497	1	lncRNA
ENSGALG00000054700			7	23943282	23954817	1	lncRNA
ENSGALG00000047936			1	38648160	38725084	1	lncRNA
ENSGALG00000046851			7	23971225	23998818	1	lncRNA
ENSGALG00000051391			5	36688582	36699448	1	lncRNA
ENSGALG00000052517			7	24057862	24130559	1	lncRNA
ENSGALG00000049601			1	39052760	39110492	-1	lncRNA
ENSGALG00000048049			7	24213271	24328531	1	lncRNA
ENSGALG00000050373			1	39575641	39577336	1	lncRNA
ENSGALG00000048638			7	24337035	24348702	1	lncRNA
ENSGALG00000051003			7	24359570	24372208	1	lncRNA
ENSGALG00000048376			7	24410263	24434601	1	lncRNA
ENSGALG00000049194			7	24644061	24660008	1	lncRNA
ENSGALG00000053723			5	37403028	37418250	1	lncRNA
ENSGALG00000050859			7	33947176	33965984	-1	lncRNA
ENSGALG00000046944			7	24794748	24919460	-1	lncRNA
ENSGALG00000052245			7	32993386	33093044	-1	lncRNA
ENSGALG00000048304			5	37450544	37455207	1	lncRNA
ENSGALG00000049715			7	25032826	25067142	-1	lncRNA
ENSGALG00000053081			7	33032384	33036048	1	lncRNA
ENSGALG00000051094			7	23672721	23681444	1	lncRNA
ENSGALG00000054810			5	37520957	37524063	1	lncRNA
ENSGALG00000049510			10	552146	556819	1	lncRNA
ENSGALG00000053032			7	33278894	33282053	1	lncRNA
ENSGALG00000047538			10	609478	612720	-1	lncRNA
ENSGALG00000052000			7	33339590	33348643	1	lncRNA
ENSGALG00000054712			7	33441478	33446440	-1	lncRNA
ENSGALG00000053972			7	33484469	33549626	1	lncRNA
ENSGALG00000051136			7	33653416	33672908	1	lncRNA
ENSGALG00000041782			7	33727145	33917358	-1	lncRNA
ENSGALG00000046718			10	762253	858811	1	lncRNA
ENSGALG00000049902			7	33732616	33750300	1	lncRNA
ENSGALG00000047423			7	33826329	33830999	1	lncRNA
ENSGALG00000052331			7	33882907	33887996	1	lncRNA
ENSGALG00000053295			7	34307214	34495359	-1	lncRNA
ENSGALG00000049781			7	34615351	34641361	1	lncRNA
ENSGALG00000049133			7	34697568	34720970	-1	lncRNA
ENSGALG00000052599			10	920598	948205	1	lncRNA
ENSGALG00000051687			10	931860	975203	-1	lncRNA
ENSGALG00000046734			12	3703348	3718742	-1	lncRNA
ENSGALG00000052177			10	1124258	1133791	1	lncRNA
ENSGALG00000038192			12	3704691	3710258	1	lncRNA
ENSGALG00000044083			12	3880132	3908348	1	lncRNA
ENSGALG00000054538			10	1586240	1592046	-1	lncRNA
ENSGALG00000002102		uncharacterized LOC112533211 [Source:NCBI gene;Acc:112533211]	10	1841767	1843695	-1	lncRNA
ENSGALG00000052595			12	4122829	4132947	1	lncRNA
ENSGALG00000052249			12	4661736	4777327	-1	lncRNA
ENSGALG00000029396			12	4889902	4897220	1	lncRNA
ENSGALG00000048750			12	5047702	5064633	-1	lncRNA
ENSGALG00000054314			12	5213186	5223280	1	lncRNA
ENSGALG00000029680			12	5489003	5492583	1	lncRNA
ENSGALG00000053732			3	23953146	23967836	1	lncRNA
ENSGALG00000050185			3	24074633	24076334	-1	lncRNA
ENSGALG00000052550			3	24224651	24231353	1	lncRNA
ENSGALG00000050665			3	24570879	24575830	1	lncRNA
ENSGALG00000053122			3	24617684	24642994	1	lncRNA
ENSGALG00000051350			3	24654227	24681749	-1	lncRNA
ENSGALG00000049553			3	24657315	24662494	1	lncRNA
ENSGALG00000051803			3	24740796	24769868	-1	lncRNA
ENSGALG00000054263			3	24803650	24813870	1	lncRNA
ENSGALG00000048414			3	25457188	25509489	1	lncRNA
ENSGALG00000048468			3	25635900	25638628	-1	lncRNA
ENSGALG00000046883			3	23893915	23904819	1	lncRNA
ENSGALG00000047643			3	23909997	23935483	1	lncRNA
ENSGALG00000053693			3	24720291	24727015	-1	lncRNA
ENSGALG00000042293			3	24920461	24942628	-1	lncRNA
ENSGALG00000053389			3	24963261	25020175	-1	lncRNA
ENSGALG00000050938			3	24963263	25040816	-1	lncRNA
ENSGALG00000047509			1	8625872	8654721	1	lncRNA
ENSGALG00000051371			1	18173630	18193309	1	lncRNA
ENSGALG00000047727			1	8716991	8825920	1	lncRNA
ENSGALG00000054009			1	18792907	18810553	1	lncRNA
ENSGALG00000054568			1	19230840	19245881	-1	lncRNA
ENSGALG00000050602			1	19247233	19254214	-1	lncRNA
ENSGALG00000047537			1	132195801	132244231	1	lncRNA
ENSGALG00000049901			1	19548102	19556921	-1	lncRNA
ENSGALG00000049950			1	132307340	132309771	1	lncRNA
ENSGALG00000047084			1	132918325	132940189	-1	lncRNA
ENSGALG00000052362			1	133155814	133180767	-1	lncRNA
ENSGALG00000049674			4	35220083	35235494	-1	lncRNA
ENSGALG00000046936			4	33808418	33813296	-1	lncRNA
ENSGALG00000043529			4	33964564	33969346	1	lncRNA
ENSGALG00000053688			4	34268260	34283113	-1	lncRNA
ENSGALG00000037040			4	34326767	34329010	1	lncRNA
ENSGALG00000051981			4	34481702	34540378	1	lncRNA
ENSGALG00000053861			4	34540051	34550039	-1	lncRNA
ENSGALG00000042969			4	34542785	34549193	1	lncRNA
ENSGALG00000051889			4	34920723	34926770	-1	lncRNA
ENSGALG00000052661			4	35317103	35320560	-1	lncRNA
ENSGALG00000052335			4	35348032	35356021	-1	lncRNA
ENSGALG00000053175			4	35441154	35443801	-1	lncRNA
ENSGALG00000051756			4	35507862	35510189	1	lncRNA
ENSGALG00000047922			4	35515773	35530089	1	lncRNA
ENSGALG00000052973			4	35537655	35540807	1	lncRNA
ENSGALG00000052693			4	35330468	35337007	-1	lncRNA
ENSGALG00000048262			Z	55410833	55426763	1	lncRNA
ENSGALG00000054126			Z	55446516	55449862	-1	lncRNA
ENSGALG00000049631			Z	55660459	55672955	-1	lncRNA
ENSGALG00000047335			Z	55975691	55987711	-1	lncRNA
ENSGALG00000051261			Z	56021621	56024887	-1	lncRNA
ENSGALG00000052398			Z	56150977	56243154	-1	lncRNA
ENSGALG00000046844			Z	56280527	56321742	-1	lncRNA
ENSGALG00000049045			Z	56484134	56501003	1	lncRNA
ENSGALG00000044243			Z	56785445	56838011	1	lncRNA
ENSGALG00000049102			Z	55224238	55236393	1	lncRNA
ENSGALG00000046780			Z	55253907	55269874	1	lncRNA
ENSGALG00000049920			Z	56745923	56767723	1	lncRNA
ENSGALG00000047598			21	320162	323724	1	lncRNA
ENSGALG00000049469			6	12800118	12806665	1	lncRNA
ENSGALG00000053482			21	367293	376021	1	lncRNA
ENSGALG00000047774			21	723741	726924	1	lncRNA
ENSGALG00000053397			6	11782076	11847902	-1	lncRNA
ENSGALG00000052596			21	852696	858421	1	lncRNA
ENSGALG00000040195			6	11801208	11805457	1	lncRNA
ENSGALG00000053115			6	12371140	12472074	1	lncRNA
ENSGALG00000052178			21	1573908	1580475	1	lncRNA
ENSGALG00000048276			6	12721844	12725536	1	lncRNA
ENSGALG00000052664			21	1625030	1642720	1	lncRNA
ENSGALG00000055086			21	1646125	1677631	1	lncRNA
ENSGALG00000047381			6	12758522	12762368	1	lncRNA
ENSGALG00000047653			21	1029558	1031112	1	lncRNA
ENSGALG00000040689			6	12766187	12772970	1	lncRNA
ENSGALG00000054139			6	12856294	12859648	1	lncRNA
ENSGALG00000050299			6	12856732	12860343	-1	lncRNA
ENSGALG00000054850			6	12892568	12902351	-1	lncRNA
ENSGALG00000049091			6	12929887	12950960	-1	lncRNA
ENSGALG00000053671			6	12957324	12984088	-1	lncRNA
ENSGALG00000051874			6	13048969	13052540	-1	lncRNA
ENSGALG00000051960			6	13065347	13080741	-1	lncRNA
ENSGALG00000052356			6	13083499	13085204	1	lncRNA
ENSGALG00000048484			5	10045249	10051742	1	lncRNA
ENSGALG00000047654			6	13195979	13198368	1	lncRNA
ENSGALG00000050509			5	10060304	10065810	1	lncRNA
ENSGALG00000047228			5	10076873	10089423	1	lncRNA
ENSGALG00000047957			5	10343018	10348528	1	lncRNA
ENSGALG00000034894			5	10579952	10582670	1	lncRNA
ENSGALG00000049316			5	10622030	10648623	-1	lncRNA
ENSGALG00000033055			5	10986580	11319241	1	lncRNA
ENSGALG00000051000			5	11087001	11089191	-1	lncRNA
ENSGALG00000049471			5	11244909	11332923	-1	lncRNA
ENSGALG00000048927			5	11333569	11356045	-1	lncRNA
ENSGALG00000054886			5	11639361	11661604	1	lncRNA
ENSGALG00000053062			5	11727034	11730646	1	lncRNA
ENSGALG00000054407			5	11729408	11764762	-1	lncRNA
ENSGALG00000051449			5	11917525	11928839	1	lncRNA
ENSGALG00000052720			5	11916502	11917683	-1	lncRNA
ENSGALG00000052225			28	1736919	1742925	1	lncRNA
ENSGALG00000049825			28	1835496	1837864	1	lncRNA
ENSGALG00000033094		nuclear factor interleukin-3-regulated protein-like [Source:NCBI gene;Acc:101748229]	28	1946200	1954967	1	lncRNA
ENSGALG00000054708			28	2006548	2016607	1	lncRNA
ENSGALG00000043925			28	2086416	2106318	1	lncRNA
ENSGALG00000053474			1	140204552	140207268	1	lncRNA
ENSGALG00000047958			1	140409315	140416170	1	lncRNA
ENSGALG00000054079			1	140425722	140434795	1	lncRNA
ENSGALG00000048299			1	140789225	140794005	1	lncRNA
ENSGALG00000053263			1	140826462	140840050	1	lncRNA
ENSGALG00000046786			1	140926648	140938345	1	lncRNA
ENSGALG00000048659			1	141124434	141127986	-1	lncRNA
ENSGALG00000029735			1	141141195	141146316	-1	lncRNA
ENSGALG00000042334			1	141216202	141226614	-1	lncRNA
ENSGALG00000050050			1	141257124	141259295	-1	lncRNA
ENSGALG00000036843			1	141277993	141287623	-1	lncRNA
ENSGALG00000050382			1	141308682	141314186	-1	lncRNA
ENSGALG00000054405			1	141606019	141610430	1	lncRNA
ENSGALG00000049496			1	141692060	141783943	-1	lncRNA
ENSGALG00000047138			6	3887382	3950911	-1	lncRNA
ENSGALG00000049940			6	3987977	4042440	-1	lncRNA
ENSGALG00000053920			6	4069098	4085302	-1	lncRNA
ENSGALG00000049078			6	4137406	4144716	-1	lncRNA
ENSGALG00000054100			6	4214809	4259494	-1	lncRNA
ENSGALG00000047881			6	4265609	4417927	-1	lncRNA
ENSGALG00000050807			6	4575545	4595569	-1	lncRNA
ENSGALG00000047466			6	4644208	4646435	-1	lncRNA
ENSGALG00000048245			6	4707610	4905438	-1	lncRNA
ENSGALG00000048598			6	5242584	5247621	-1	lncRNA
ENSGALG00000052709			6	5256665	5307138	-1	lncRNA
ENSGALG00000048140			1	165678025	165683319	-1	lncRNA
ENSGALG00000054094			1	165748328	165775978	1	lncRNA
ENSGALG00000050273			1	165913116	166013630	1	lncRNA
ENSGALG00000049666			6	5611972	5776550	-1	lncRNA
ENSGALG00000051310			1	166086451	166089222	1	lncRNA
ENSGALG00000051581			1	166310357	166348845	1	lncRNA
ENSGALG00000049968			1	166505011	166578851	-1	lncRNA
ENSGALG00000053119			1	166702740	166711335	1	lncRNA
ENSGALG00000048105			6	5634191	5776590	-1	lncRNA
ENSGALG00000046853			1	166716472	166736824	1	lncRNA
ENSGALG00000054947			6	5644891	5778990	-1	lncRNA
ENSGALG00000051005			1	167007732	167018364	-1	lncRNA
ENSGALG00000054484			6	5669353	5776557	-1	lncRNA
ENSGALG00000055050			6	5695891	5776563	-1	lncRNA
ENSGALG00000052437			6	5695893	5776550	-1	lncRNA
ENSGALG00000054656			6	5735214	5776550	-1	lncRNA
ENSGALG00000052486			8	9844085	9854467	1	lncRNA
ENSGALG00000049647			8	10011799	10016609	1	lncRNA
ENSGALG00000053452			8	10310766	10320780	1	lncRNA
ENSGALG00000043258			8	10348449	10356499	-1	lncRNA
ENSGALG00000041115			7	11734462	11736445	1	lncRNA
ENSGALG00000051650			2	83878701	83947309	-1	lncRNA
ENSGALG00000052219			7	11816674	11819351	1	lncRNA
ENSGALG00000048825			2	84110851	84158803	-1	lncRNA
ENSGALG00000042439			7	12103359	12123828	-1	lncRNA
ENSGALG00000054751			7	12236789	12247633	1	lncRNA
ENSGALG00000053443			8	11308094	11311161	1	lncRNA
ENSGALG00000050030			8	11312205	11332110	1	lncRNA
ENSGALG00000050319			2	84486882	84492304	1	lncRNA
ENSGALG00000046972			7	12981322	13000363	1	lncRNA
ENSGALG00000051965			2	84508677	84547541	1	lncRNA
ENSGALG00000055013			7	13394473	13408730	1	lncRNA
ENSGALG00000050367			2	84509898	84528283	-1	lncRNA
ENSGALG00000049221			7	13468414	13472570	-1	lncRNA
ENSGALG00000046782			7	13468414	13472544	1	lncRNA
ENSGALG00000054078			2	84540627	84561167	-1	lncRNA
ENSGALG00000048522			2	84573286	84584744	-1	lncRNA
ENSGALG00000053607		uncharacterized LOC112533635 [Source:NCBI gene;Acc:112533635]	1	57896760	57941163	1	lncRNA
ENSGALG00000050189			2	84773111	84793874	-1	lncRNA
ENSGALG00000050311			1	58097570	58228008	-1	lncRNA
ENSGALG00000054911			2	85034688	85036864	1	lncRNA
ENSGALG00000029704			1	58250511	58267353	-1	lncRNA
ENSGALG00000047971			2	85248788	85273405	1	lncRNA
ENSGALG00000052337			1	58522917	58530531	1	lncRNA
ENSGALG00000048438			2	85395582	85418387	-1	lncRNA
ENSGALG00000050709			2	85772558	85779421	1	lncRNA
ENSGALG00000046804			1	59287140	59302672	-1	lncRNA
ENSGALG00000051185			1	59869409	59877466	-1	lncRNA
ENSGALG00000054234			1	59870655	59880982	1	lncRNA
ENSGALG00000054134			1	59684292	59690349	-1	lncRNA
ENSGALG00000050169			6	11517960	11524424	1	lncRNA
ENSGALG00000004167		serglycin [Source:NCBI gene;Acc:423695]	6	11522560	11524423	1	lncRNA
ENSGALG00000049261			6	11877909	11883233	-1	lncRNA
ENSGALG00000047415			6	11877931	11883233	-1	lncRNA
ENSGALG00000053934			6	11887664	11894177	1	lncRNA
ENSGALG00000049572			6	12277578	12280846	-1	lncRNA
ENSGALG00000004653			6	12639927	12644952	1	lncRNA
ENSGALG00000049881			1	129911656	129937266	1	lncRNA
ENSGALG00000053988			1	130218368	130244693	1	lncRNA
ENSGALG00000049423			1	130365286	130377178	1	lncRNA
ENSGALG00000054509			1	131137495	131142444	-1	lncRNA
ENSGALG00000054219			1	131201667	131208748	-1	lncRNA
ENSGALG00000047732			1	131522705	131527850	1	lncRNA
ENSGALG00000049965			1	131619162	131621090	1	lncRNA
ENSGALG00000050714			1	89839018	89851425	1	lncRNA
ENSGALG00000054598			1	89895319	89911243	1	lncRNA
ENSGALG00000049574			1	89992354	90013694	1	lncRNA
ENSGALG00000055040			1	90016489	90026837	1	lncRNA
ENSGALG00000054268			1	90094187	90189549	1	lncRNA
ENSGALG00000049107			1	90247614	90265685	1	lncRNA
ENSGALG00000048393			1	90291370	90307698	1	lncRNA
ENSGALG00000053901			1	90666063	90702770	-1	lncRNA
ENSGALG00000048846			1	91326119	91341348	-1	lncRNA
ENSGALG00000053216			1	91433316	91468884	1	lncRNA
ENSGALG00000039534			1	73858709	73876956	-1	lncRNA
ENSGALG00000047443			1	91702176	91726483	-1	lncRNA
ENSGALG00000036222			1	73876048	73911421	1	lncRNA
ENSGALG00000053952			1	75150800	75156525	1	lncRNA
ENSGALG00000042678			1	75519330	75521806	-1	lncRNA
ENSGALG00000050113			4	63472441	63610423	-1	lncRNA
ENSGALG00000054740			4	63544513	63554523	-1	lncRNA
ENSGALG00000053026			4	63610717	63613546	1	lncRNA
ENSGALG00000053101			4	63744421	63851922	-1	lncRNA
ENSGALG00000048353			4	63780611	63787820	1	lncRNA
ENSGALG00000053005			4	64225040	64230631	-1	lncRNA
ENSGALG00000046696			4	64225054	64230630	1	lncRNA
ENSGALG00000051570			4	64271473	64292619	1	lncRNA
ENSGALG00000047747			4	64386962	64389843	-1	lncRNA
ENSGALG00000053219			4	64593520	64603114	1	lncRNA
ENSGALG00000050300			4	65259404	65268181	1	lncRNA
ENSGALG00000051471			1	105782115	105798155	1	lncRNA
ENSGALG00000054987			1	106057536	106070984	-1	lncRNA
ENSGALG00000047769			1	106225011	106239868	1	lncRNA
ENSGALG00000036823			1	106505764	106511201	1	lncRNA
ENSGALG00000054333			1	106633224	106643414	-1	lncRNA
ENSGALG00000029644			1	106936221	106942055	1	lncRNA
ENSGALG00000050828			1	107048777	107062664	-1	lncRNA
ENSGALG00000051733			1	107333865	107346574	-1	lncRNA
ENSGALG00000051017			1	107560852	107564125	-1	lncRNA
ENSGALG00000053596			1	107609557	107612306	-1	lncRNA
ENSGALG00000048590			9	16749623	16882806	-1	lncRNA
ENSGALG00000048980			9	16917339	16989485	-1	lncRNA
ENSGALG00000053529			9	17104702	17223514	-1	lncRNA
ENSGALG00000039069			9	17126228	17131480	1	lncRNA
ENSGALG00000053291			9	17756368	17762159	1	lncRNA
ENSGALG00000048807			2	129927790	129937988	-1	lncRNA
ENSGALG00000052372			9	17806115	17849183	1	lncRNA
ENSGALG00000048944			2	129948078	129973660	-1	lncRNA
ENSGALG00000050743			9	17900261	17996324	1	lncRNA
ENSGALG00000053664			2	129967410	129994977	1	lncRNA
ENSGALG00000053045			9	18187677	18189738	1	lncRNA
ENSGALG00000050658			9	18201492	18265446	1	lncRNA
ENSGALG00000047710			2	130159030	130163055	-1	lncRNA
ENSGALG00000043785			2	130419407	130428964	-1	lncRNA
ENSGALG00000054791			9	18311322	18315606	1	lncRNA
ENSGALG00000051853			2	130527099	130529602	1	lncRNA
ENSGALG00000054169			9	18324650	18333864	-1	lncRNA
ENSGALG00000049140			9	18341750	18354253	1	lncRNA
ENSGALG00000054644			2	130595886	130617144	1	lncRNA
ENSGALG00000047547			2	32106322	32116685	1	lncRNA
ENSGALG00000051388			9	18341908	18355970	-1	lncRNA
ENSGALG00000047275			2	130595886	130597738	-1	lncRNA
ENSGALG00000047686			2	32367990	32392116	-1	lncRNA
ENSGALG00000047096			9	18357755	18361641	1	lncRNA
ENSGALG00000050910			9	18378995	18403707	-1	lncRNA
ENSGALG00000049656			2	130607808	130617144	-1	lncRNA
ENSGALG00000053614			2	32510344	32518268	-1	lncRNA
ENSGALG00000049493			2	32695758	32697728	1	lncRNA
ENSGALG00000046783			9	18423728	18426486	-1	lncRNA
ENSGALG00000049019			2	32781652	32806683	1	lncRNA
ENSGALG00000029432			9	18029692	18051031	1	lncRNA
ENSGALG00000052473			2	33096655	33118950	1	lncRNA
ENSGALG00000049082			2	130636932	130641908	-1	lncRNA
ENSGALG00000054755			2	33406371	33428921	-1	lncRNA
ENSGALG00000048571			2	131036609	131040531	1	lncRNA
ENSGALG00000052069			2	131037697	131040529	-1	lncRNA
ENSGALG00000054369			3	76041339	76126680	1	lncRNA
ENSGALG00000053756			2	131131039	131133981	1	lncRNA
ENSGALG00000053938			3	76104264	76109181	1	lncRNA
ENSGALG00000046942			3	76112538	76120765	1	lncRNA
ENSGALG00000053437			3	76301397	76308458	1	lncRNA
ENSGALG00000053330			3	76311910	76322820	-1	lncRNA
ENSGALG00000053635			3	76322548	76326506	1	lncRNA
ENSGALG00000053311			3	76325478	76350811	-1	lncRNA
ENSGALG00000050804			3	76327994	76340859	1	lncRNA
ENSGALG00000050407			3	76658010	76659692	1	lncRNA
ENSGALG00000046975			3	76835587	76838537	-1	lncRNA
ENSGALG00000052055			3	76862835	76869945	1	lncRNA
ENSGALG00000048614			3	77135211	77149534	-1	lncRNA
ENSGALG00000054574			3	71284044	71293065	-1	lncRNA
ENSGALG00000049565			3	71566354	71575550	1	lncRNA
ENSGALG00000052916			3	71626485	71643352	1	lncRNA
ENSGALG00000047943			3	71647043	71654993	1	lncRNA
ENSGALG00000048587			3	71748311	71751266	-1	lncRNA
ENSGALG00000049307			3	71923969	71938008	-1	lncRNA
ENSGALG00000034564			3	72057277	72120770	-1	lncRNA
ENSGALG00000036204			3	72293898	72433758	-1	lncRNA
ENSGALG00000050842			3	72696489	72720675	1	lncRNA
ENSGALG00000048456			3	72729889	72751028	1	lncRNA
ENSGALG00000052455			1	141744673	141749234	1	lncRNA
ENSGALG00000050013			1	141952389	141975268	-1	lncRNA
ENSGALG00000054114			1	142366947	142373996	1	lncRNA
ENSGALG00000053820			1	142569449	142571429	1	lncRNA
ENSGALG00000049808			1	142652472	142655032	1	lncRNA
ENSGALG00000053195			1	142811081	142822747	1	lncRNA
ENSGALG00000050270			1	142920385	142925870	-1	lncRNA
ENSGALG00000047066			1	142966294	142970832	-1	lncRNA
ENSGALG00000051518			1	72018925	72021435	-1	lncRNA
ENSGALG00000030195			1	72032827	72100787	1	lncRNA
ENSGALG00000046742			1	72126460	72171211	1	lncRNA
ENSGALG00000048230			1	72189820	72193984	1	lncRNA
ENSGALG00000053598			1	72212309	72228060	1	lncRNA
ENSGALG00000051857			1	72336043	72361666	1	lncRNA
ENSGALG00000053772			1	72542763	72640147	-1	lncRNA
ENSGALG00000043632			9	1900582	1903197	1	lncRNA
ENSGALG00000046796			9	2217363	2236815	1	lncRNA
ENSGALG00000053852			1	72717945	72719564	-1	lncRNA
ENSGALG00000050396			9	2305881	2312253	1	lncRNA
ENSGALG00000049576			1	72864622	72867590	-1	lncRNA
ENSGALG00000046686			1	73073612	73076583	1	lncRNA
ENSGALG00000053238			1	73081024	73084109	-1	lncRNA
ENSGALG00000050869			1	73091840	73094839	-1	lncRNA
ENSGALG00000051548			9	2821206	2828160	-1	lncRNA
ENSGALG00000048026			1	73811476	73833269	-1	lncRNA
ENSGALG00000051486			9	3100296	3111722	1	lncRNA
ENSGALG00000051989			9	3552602	3556334	-1	lncRNA
ENSGALG00000049075			9	1839591	2057387	1	lncRNA
ENSGALG00000053822			3	101227173	101233071	-1	lncRNA
ENSGALG00000048753			3	101473038	101495325	-1	lncRNA
ENSGALG00000037194			3	101704564	101729881	-1	lncRNA
ENSGALG00000037919			3	101740045	101811358	1	lncRNA
ENSGALG00000047332			3	101070228	101080417	1	lncRNA
ENSGALG00000032941			3	106366798	106369785	-1	lncRNA
ENSGALG00000048174			3	106728131	106732949	1	lncRNA
ENSGALG00000054768			23	3529278	3554337	1	lncRNA
ENSGALG00000047804			23	3567395	3579733	1	lncRNA
ENSGALG00000051679			23	3600322	3607978	1	lncRNA
ENSGALG00000048403			23	3630434	3635868	1	lncRNA
ENSGALG00000050167			23	3802027	3811782	1	lncRNA
ENSGALG00000048967			23	3826468	3830002	-1	lncRNA
ENSGALG00000053317			23	4299342	4306222	-1	lncRNA
ENSGALG00000048379			23	4547316	4553979	1	lncRNA
ENSGALG00000054132			4	7952390	7986457	-1	lncRNA
ENSGALG00000051156		probable beta-D-xylosidase 5-like [Source:NCBI gene;Acc:426743]	23	4238557	4245054	-1	lncRNA
ENSGALG00000051659			4	8042111	8089092	1	lncRNA
ENSGALG00000055103			4	8121139	8122574	-1	lncRNA
ENSGALG00000050628			4	8288399	8292285	1	lncRNA
ENSGALG00000048384			4	8918620	8926200	-1	lncRNA
ENSGALG00000029740			4	8971088	8974755	-1	lncRNA
ENSGALG00000053892			4	9044066	9046561	1	lncRNA
ENSGALG00000049861			4	9091105	9128659	-1	lncRNA
ENSGALG00000039896			4	9103864	9106821	-1	lncRNA
ENSGALG00000052520			4	9106729	9144528	1	lncRNA
ENSGALG00000050767			Z	49880034	49887951	-1	lncRNA
ENSGALG00000052197			Z	50295978	50329983	-1	lncRNA
