geneSymbol	Chromosome	GeneStart	GeneEnd	GeneType	GeneName	GeneDescription	logFC_brain	logCPM_brain	Pvalue_brain	adjP_brain	logFC_gonad	logCPM_gonad	Pvalue_gonad	adjP_gonad
ENSCJPG00005009313	19	2444093	2447246	protein_coding	DERL2	derlin 2 [Source:NCBI gene;Acc:107322568]	0.171858965	3.354747998	0.617157202	0.999994659	0.370482375	4.468141922	0.098083422	0.127479934
ENSCJPG00005009314	19	2447141	2455008	protein_coding	DHX33	DEAH-box helicase 33 [Source:NCBI gene;Acc:107322564]	0.079928013	6.320193595	0.687987347	0.999994659	0.535536348	6.949669831	0.085798668	0.112694288
ENSCJPG00005009315	19	2455927	2457312	protein_coding	C1QBP	complement C1q binding protein [Source:NCBI gene;Acc:107322567]	-0.00484894	6.984448243	0.979535438	0.999994659	-1.980087765	6.81279911	3.04E-36	3.67E-35
ENSCJPG00005009316	19	2458393	2460236	protein_coding	RPAIN	RPA interacting protein [Source:NCBI gene;Acc:107322538]	-0.121099221	3.196701413	0.718794954	0.999994659	-0.484650531	3.459661033	0.314717905	0.364071308
ENSCJPG00005009319	19	2460415	2467230	protein_coding	NUP88	nucleoporin 88 [Source:NCBI gene;Acc:107322535]	0.037335618	5.688079718	0.877712686	0.999994659	-1.443625015	7.673562956	2.55E-14	1.16E-13
ENSCJPG00005009321	19	2471626	2486500	protein_coding	RABEP1	"rabaptin, RAB GTPase binding effector protein 1 [Source:NCBI gene;Acc:107322534]"	-0.124791155	7.753961685	0.536032314	0.999994659	0.468080497	7.309406512	0.00123261	0.002190395
ENSCJPG00005009323	19	2515151	2517179	protein_coding	IFT22	intraflagellar transport 22 [Source:NCBI gene;Acc:107322536]	0.055210267	4.537649149	0.869519993	0.999994659	2.49637112	6.163635436	3.81E-31	3.81E-30
ENSCJPG00005009324	19	2527919	2652162	protein_coding	COL26A1	collagen type XXVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:18038]	-0.485600505	1.721392495	0.359453467	0.999994659	-5.059231503	4.395054144	2.71E-39	3.65E-38
ENSCJPG00005009326	19	2713366	2733341	protein_coding		myosin light chain 10 [Source:NCBI gene;Acc:107322704]	1.619006362	-2.147261026	0.366467313	0.999994659	3.891939331	0.214147892	1.48E-10	5.14E-10
ENSCJPG00005009328	19	2786788	2824567	lncRNA			-2.713587985	-2.511527531	0.093226221	0.999994659	7.466504279	-0.348887557	2.85E-13	1.20E-12
ENSCJPG00005009329	19	2832042	2833283	lncRNA			-0.024244848	-1.66637166	0.978910551	0.999994659	1.731272888	-0.371031531	0.001812816	0.003142149
ENSCJPG00005009330	19	2863813	3027026	protein_coding	CUX1	cut like homeobox 1 [Source:NCBI gene;Acc:107322388]	-0.430126035	7.097837494	0.082690615	0.999994659	0.906097244	7.203709549	3.31E-08	9.58E-08
ENSCJPG00005009791	19	3030692	3044192	protein_coding	SH2B2	SH2B adaptor protein 2 [Source:NCBI gene;Acc:107322455]	-0.01733953	5.844101477	0.937697871	0.999994659	-1.345196166	3.612380193	3.08E-06	7.38E-06
ENSCJPG00005009793	19	3048509	3054441	protein_coding	PRKRIP1	PRKR interacting protein 1 [Source:NCBI gene;Acc:107322462]	0.044269021	4.497306868	0.877469538	0.999994659	-1.322828176	5.282701495	9.71E-10	3.20E-09
ENSCJPG00005009795	19	3056479	3064034	protein_coding	ORAI2	ORAI calcium release-activated calcium modulator 2 [Source:NCBI gene;Acc:107322460]	-0.094570307	6.012714005	0.703379635	0.999994659	0.688912711	6.364313103	0.00137663	0.002429036
ENSCJPG00005009796	19	3067859	3070212	protein_coding	ALKBH4	"alkB homolog 4, lysine demethylase [Source:NCBI gene;Acc:107322459]"	-0.115714718	2.241282355	0.756759316	0.999994659	0.518086767	2.469394202	0.138444095	0.175026259
ENSCJPG00005009797	19	3067910	3080125	protein_coding	LRWD1	leucine rich repeats and WD repeat domain containing 1 [Source:NCBI gene;Acc:107322454]	-0.034109871	7.062852722	0.863976556	0.999994659	1.567054977	6.935519159	1.02E-17	5.64E-17
ENSCJPG00005009798	19	3080685	3082233	protein_coding		RNA polymerase II subunit J [Source:NCBI gene;Acc:107322463]	0.025507473	3.497768837	0.937687698	0.999994659	-0.753274264	4.159768211	0.001711885	0.002976599
ENSCJPG00005009799	19	3082434	3089600	protein_coding		ras GTPase-activating protein 4-like [Source:NCBI gene;Acc:107322453]	0.288308137	3.537161684	0.597019181	0.999994659	-1.936705062	3.119587745	3.45E-05	7.44E-05
ENSCJPG00005009800	19	3090184	3091842	protein_coding		uroplakin-3b-like protein [Source:NCBI gene;Acc:107322461]	-0.435639214	-0.305373605	0.674958193	0.999994659	0.187188744	-0.600114289	0.853359442	0.875445964
ENSCJPG00005009801	19	3092374	3097690	protein_coding	UPK3B	uroplakin 3B [Source:HGNC Symbol;Acc:HGNC:21444]	-1.177694635	-2.135370069	0.387897412	0.999994659	4.024031985	-1.083786987	7.66E-05	0.000158764
ENSCJPG00005009802	19	3095084	3120366	protein_coding	DTX2	deltex E3 ubiquitin ligase 2 [Source:NCBI gene;Acc:107322456]	0.188319721	4.571388522	0.445745702	0.999994659	-0.210201929	6.793411553	0.277151511	0.325809371
ENSCJPG00005009804	19	3124760	3126588	protein_coding		PHD finger protein 7-like [Source:NCBI gene;Acc:107322386]	1.788677529	-2.610573804	0.281777045	0.999994659	6.16133174	1.578451735	1.21E-17	6.63E-17
ENSCJPG00005009805	19	3132744	3139493	protein_coding	SSC4D	scavenger receptor cysteine rich family member with 4 domains [Source:NCBI gene;Acc:107322458]	-0.622872861	1.910253745	0.3855643	0.999994659	4.891104691	0.423654742	1.57E-11	5.88E-11
ENSCJPG00005009811	19	3144485	3158322	protein_coding		tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma [Source:NCBI gene;Acc:107322673]	0.026277048	9.911432825	0.914747068	0.999994659	-0.877791035	5.974694482	4.51E-07	1.17E-06
ENSCJPG00005009812	19	3163377	3165171	protein_coding	HSPB1	heat shock protein family B (small) member 1 [Source:NCBI gene;Acc:107322717]	-1.242091	2.630724514	0.12128027	0.999994659	-4.044360837	5.284157729	1.97E-24	1.50E-23
ENSCJPG00005009813	19	3167898	3183938	protein_coding	SRRM3	serine/arginine repetitive matrix 3 [Source:NCBI gene;Acc:107322716]	-0.122323522	6.256864504	0.578906646	0.999994659	2.045714485	0.083814435	0.00054577	0.001018629
ENSCJPG00005009814	19	3193701	3201504	protein_coding	MDH2	malate dehydrogenase 2 [Source:NCBI gene;Acc:107322573]	0.034270414	8.551038732	0.862239699	0.999994659	-1.50823189	7.342036078	2.19E-25	1.73E-24
ENSCJPG00005009815	19	3201525	3209479	protein_coding		serine/threonine/tyrosine interacting like 1 [Source:NCBI gene;Acc:107322574]	-0.282458897	-0.44981519	0.670152874	0.999994659	6.072150196	5.016162327	8.04E-75	2.58E-73
ENSCJPG00005009816	19	3207343	3216047	protein_coding	TMEM120A	transmembrane protein 120A [Source:NCBI gene;Acc:107322572]	0.09196721	4.538840143	0.690762066	0.999994659	2.448959748	6.480730527	1.17E-48	2.11E-47
ENSCJPG00005009821	19	3216897	3240265	protein_coding	POR	P450 (cytochrome) oxidoreductase [Source:NCBI gene;Acc:107322571]	0.095848334	6.108086168	0.631349342	0.999994659	-1.998500408	7.117370755	1.01E-22	7.10E-22
ENSCJPG00005009827	19	3245002	3248639	protein_coding		rhomboid domain containing 2 [Source:NCBI gene;Acc:107322385]	0.021827155	2.458539038	0.951598528	0.999994659	0.427012432	2.797887766	0.167092585	0.207774118
ENSCJPG00005009893	19	3248950	3266573	protein_coding	TAF15	TATA-box binding protein associated factor 15 [Source:NCBI gene;Acc:107322614]	0.021961479	6.982695255	0.919868992	0.999994659	1.444780872	7.402760617	8.74E-18	4.84E-17
ENSCJPG00005009900	19	3272712	3277558	protein_coding	MMP28	matrix metallopeptidase 28 [Source:NCBI gene;Acc:107322615]	-0.086483678	2.849707477	0.879712847	0.999994659	-4.054090343	2.819619002	1.32E-22	9.16E-22
ENSCJPG00005009902	19	3279772	3283329	protein_coding		growth arrest specific 2 like 2 [Source:NCBI gene;Acc:107322613]	-0.264628068	1.518227005	0.668262323	0.999994659	2.372996314	2.875653225	3.34E-08	9.66E-08
ENSCJPG00005009905	19	3285823	3287706	protein_coding	RASL10B	RAS like family 10 member B [Source:NCBI gene;Acc:107322616]	0.325988913	5.569415038	0.310103774	0.999994659	-4.187284247	1.114150692	1.57E-06	3.86E-06
ENSCJPG00005009912	19	3293073	3349148	protein_coding	AP2B1	adaptor related protein complex 2 subunit beta 1 [Source:NCBI gene;Acc:107322521]	0.125304354	8.685163055	0.587154463	0.999994659	0.270127863	8.382281525	0.164007815	0.204281861
ENSCJPG00005009914	19	3352032	3355069	protein_coding	PEX12	peroxisomal biogenesis factor 12 [Source:NCBI gene;Acc:107322524]	-0.012880789	3.363576107	0.96454903	0.999994659	-0.989621736	3.856032099	9.55E-05	0.000196005
ENSCJPG00005009917	19	3356060	3356157	snoRNA	SNORD7	"small nucleolar RNA, C/D box 7 [Source:HGNC Symbol;Acc:HGNC:32704]"	0.1634879	-0.131331269	0.763606203	0.999994659	1.349189957	-1.061345929	0.045975607	0.063805593
ENSCJPG00005009918	19	3357969	3365404	protein_coding	UNC45B	unc-45 myosin chaperone B [Source:NCBI gene;Acc:107322522]	0.89450516	0.433619007	0.081252001	0.999994659	3.304920438	2.22683647	4.19E-08	1.20E-07
ENSCJPG00005009921	19	3366695	3370377	protein_coding	RAD51D	RAD51 paralog D [Source:NCBI gene;Acc:107322525]	-0.106823127	3.581655101	0.800983186	0.999994659	-0.456481341	4.068418605	0.145247752	0.182894006
ENSCJPG00005009925	19	3373245	3390204	protein_coding		ring finger and FYVE like domain containing E3 ubiquitin protein ligase [Source:NCBI gene;Acc:107322523]	-0.193463887	4.825485348	0.435257092	0.999994659	-1.855846725	5.51484905	2.13E-20	1.35E-19
ENSCJPG00005009942	19	3392596	3405442	protein_coding	LIG3	DNA ligase 3 [Source:NCBI gene;Acc:107322520]	0.06170083	6.105818557	0.755110578	0.999994659	0.72404286	7.080801885	0.000185708	0.000366949
ENSCJPG00005009953	19	3614960	3627253	protein_coding	TMEM132E	transmembrane protein 132E [Source:NCBI gene;Acc:107322706]	0.746955558	5.526678578	0.009287952	0.668842706	1.225472796	1.971798383	0.023642851	0.034534623
ENSCJPG00005010014	19	3651107	3651658	protein_coding		C-C motif chemokine 13-like [Source:NCBI gene;Acc:107322729]	-0.237396871	-2.501082631	0.883778638	0.999994659	0.271379042	-0.388557816	0.805231331	0.834122807
ENSCJPG00005010016	19	3652937	3653872	protein_coding		C-C motif chemokine 3-like [Source:NCBI gene;Acc:107322730]	-2.032844832	-2.603147041	0.211711767	0.999994659	-1.179227461	-1.490160808	0.289565711	0.338993437
ENSCJPG00005010017	19	3654656	3655311	protein_coding		C-C motif chemokine 3-like 1 [Source:NCBI gene;Acc:107322728]	1.454331047	-0.864690241	0.045756027	0.999994659	-4.051877704	3.440474477	1.85E-05	4.10E-05
ENSCJPG00005010019	19	3657122	3660670	protein_coding			1.094861074	-2.321167615	0.442141921	0.999994659	3.795896458	1.770606393	1.04E-10	3.65E-10
ENSCJPG00005010021	19	3659846	3660530	protein_coding		C-C motif chemokine 3-like [Source:NCBI gene;Acc:107322421]	3.036951601	-2.410687427	0.073998638	0.999994659	-2.630145152	-0.629141571	0.043575352	0.060711159
ENSCJPG00005010023	19	3662793	3663454	protein_coding		C-C motif chemokine 4-like [Source:NCBI gene;Acc:107322419]	-2.032844832	-2.603147041	0.211711767	0.999994659	-2.732899764	1.530566013	0.0001727	0.000342973
ENSCJPG00005010024	19	3674848	3688303	protein_coding		merlin-like [Source:NCBI gene;Acc:107322443]	0.303762393	3.226031226	0.405354171	0.999994659	0.487459479	2.596708769	0.158642112	0.198157128
ENSCJPG00005010031	19	3694148	3695066	protein_coding		mitochondrial ribosomal protein S17 [Source:NCBI gene;Acc:107322451]	0.089943162	5.44415986	0.682554948	0.999994659	1.6952214	6.337655162	8.62E-26	6.94E-25
ENSCJPG00005010032	19	3696476	3708291	protein_coding	NIPSNAP2	nipsnap homolog 2 [Source:NCBI gene;Acc:107322446]	0.039389737	6.972591582	0.836377703	0.999994659	-0.103413087	5.609869093	0.560684745	0.608136061
ENSCJPG00005010033	19	3712848	3716773	protein_coding	PSPH	phosphoserine phosphatase [Source:NCBI gene;Acc:107322448]	0.136063785	4.378324063	0.671608341	0.999994659	2.460532669	4.656214232	4.60E-12	1.78E-11
ENSCJPG00005010046	19	3722917	3731410	protein_coding	CCT6B	chaperonin containing TCP1 subunit 6A [Source:NCBI gene;Acc:107322444]	0.084856631	7.879805019	0.677638431	0.999994659	0.154977412	8.541902144	0.297753155	0.347263782
ENSCJPG00005010351	19	3726998	3727129	snoRNA			0.168286524	-1.283624604	0.816682945	0.999994659	-0.654618137	-1.464293744	0.365702304	0.417151907
ENSCJPG00005010352	19	3728093	3728224	snoRNA			-0.309676054	-0.132342048	0.660891768	0.999994659	-1.969871059	-0.919156593	0.014306299	0.021703307
ENSCJPG00005010353	19	3729074	3739145	protein_coding	SUMF2	sulfatase modifying factor 2 [Source:NCBI gene;Acc:107322447]	-0.003837594	2.330466088	0.990978728	0.999994659	-0.966061883	2.853856872	0.002361613	0.00403696
ENSCJPG00005010354	19	3735924	3739747	protein_coding	PHKG1	phosphorylase kinase catalytic subunit gamma 1 [Source:NCBI gene;Acc:107322445]	0.044887294	6.242416209	0.830908775	0.999994659	-1.218944947	5.164394212	5.40E-10	1.81E-09
ENSCJPG00005010355	19	3741962	3743711	protein_coding	CHCHD2	coiled-coil-helix-coiled-coil-helix domain containing 2 [Source:NCBI gene;Acc:107322450]	-0.049813968	8.637224346	0.841390898	0.999994659	-0.114701787	6.884365565	0.573245205	0.620299384
ENSCJPG00005010356	19	3744025	3752776	protein_coding	VKORC1L1	vitamin K epoxide reductase complex subunit 1 like 1 [Source:NCBI gene;Acc:107322449]	-0.081305146	3.809366531	0.784180832	0.999994659	-0.688397028	3.475684399	0.01342183	0.020468131
ENSCJPG00005010357	19	3758905	3773026	protein_coding	GUSB	glucuronidase beta [Source:NCBI gene;Acc:107322442]	0.064535294	4.974163111	0.767703999	0.999994659	-1.705512796	4.277462985	3.25E-12	1.27E-11
ENSCJPG00005010444	19	3769709	3777781	protein_coding			0.182278715	3.630369657	0.561641609	0.999994659	-1.329390284	2.717322804	0.000158543	0.000316297
ENSCJPG00005010457	19	3781526	3788387	protein_coding		delta-1 crystallin [Source:NCBI gene;Acc:107322497]	0.218861564	2.857282898	0.547622754	0.999994659	0.143196195	2.853355023	0.643613124	0.687264273
ENSCJPG00005010563	19	3795197	3796777	protein_coding			0.253687081	3.527001789	0.426934552	0.999994659	-0.790727551	3.7460924	0.005084689	0.008278121
ENSCJPG00005010564	19	3833741	3841508	protein_coding	TPST1	tyrosylprotein sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:12020]	0.270134615	5.172651564	0.271786176	0.999994659	0.900157431	6.986471257	9.24E-09	2.81E-08
ENSCJPG00005010565	19	3852412	3855619	protein_coding	KCTD7	potassium channel tetramerization domain containing 7 [Source:NCBI gene;Acc:107322500]	0.154055397	3.543728172	0.579687499	0.999994659	-0.378951223	2.942533555	0.268322253	0.316319801
ENSCJPG00005010566	19	3861307	3873794	protein_coding		RAB guanine nucleotide exchange factor 1 [Source:NCBI gene;Acc:107322495]	0.063684269	6.276575489	0.755897136	0.999994659	0.051416366	5.347919691	0.79049627	0.821166124
ENSCJPG00005010592	19	3883786	3887942	protein_coding	TMEM248	transmembrane protein 248 [Source:NCBI gene;Acc:107322499]	-0.06518368	5.840648805	0.742455532	0.999994659	0.48556575	6.770719059	0.008905411	0.013950262
ENSCJPG00005010593	19	3905053	3947228	protein_coding	LRRC75A	leucine rich repeat containing 75A [Source:NCBI gene;Acc:107322674]	0.015023905	3.561959818	0.963681581	0.999994659	0.417976617	3.204120737	0.243293228	0.289046969
ENSCJPG00005010594	19	3954712	3954785	snoRNA			0.096192814	-1.188996656	0.886323188	0.999994659	-1.627495652	-0.360947569	0.0072484	0.01152085
ENSCJPG00005010595	19	3955547	3955621	snoRNA		"small nucleolar RNA, C/D box 49A [Source:HGNC Symbol;Acc:HGNC:10189]"	0.272179488	-2.226791429	0.828741656	0.999994659	-1.44015777	-1.63223437	0.137175081	0.173536046
ENSCJPG00005010596	19	3958910	3971675	protein_coding	NCBP3	nuclear cap binding subunit 3 [Source:NCBI gene;Acc:107322424]	-0.13950111	5.168117848	0.52543558	0.999994659	3.201545112	7.480042401	5.30E-59	1.25E-57
ENSCJPG00005010597	19	3974704	3985674	protein_coding	CRK	"CRK proto-oncogene, adaptor protein [Source:NCBI gene;Acc:107322427]"	-0.061357402	5.482214858	0.764749811	0.999994659	-0.188017602	5.249670092	0.321928259	0.371718954
ENSCJPG00005010598	19	3991171	4009034	protein_coding	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon [Source:NCBI gene;Acc:107322429]	0.069562719	9.432417182	0.742371834	0.999994659	-0.617012107	7.981711684	1.46E-05	3.28E-05
ENSCJPG00005010600	19	4011903	4033695	protein_coding	MYO1C	myosin IC [Source:NCBI gene;Acc:107322423]	-0.078361181	5.254756481	0.726577463	0.999994659	-0.318558848	6.798038697	0.093688996	0.122181484
ENSCJPG00005011077	19	4066193	4078310	protein_coding	INPP5K	inositol polyphosphate-5-phosphatase K [Source:NCBI gene;Acc:107322425]	-0.145999437	6.198126374	0.517690106	0.999994659	-0.794573939	4.593289183	0.000606628	0.001125007
ENSCJPG00005011078	19	4082409	4093661	protein_coding	PITPNA	phosphatidylinositol transfer protein alpha [Source:HGNC Symbol;Acc:HGNC:9001]	0.009809115	7.058739902	0.960071326	0.999994659	-1.167704242	5.660618614	6.98E-12	2.67E-11
ENSCJPG00005011087	19	4105907	4128324	protein_coding	SLC43A2	solute carrier family 43 member 2 [Source:NCBI gene;Acc:107322640]	-0.240819455	5.888023864	0.290057018	0.999994659	-0.721747013	6.548425468	4.39E-05	9.36E-05
ENSCJPG00005011196	19	4132247	4136110	pseudogene		scavenger receptor class F member 1 [Source:NCBI gene;Acc:107322618]	-0.364084761	3.431357058	0.381167476	0.999994659	-2.815269695	3.904603109	6.29E-20	3.88E-19
ENSCJPG00005011197	19	4141811	4158623	protein_coding	PRPF8	pre-mRNA processing factor 8 [Source:NCBI gene;Acc:107322617]	0.052864288	8.680477048	0.779176956	0.999994659	0.019655182	8.50235136	0.882412998	0.901259562
ENSCJPG00005011271	19	4160815	4163735	protein_coding	TLCD2	TLC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:33522]	0.197235778	3.995534076	0.608706925	0.999994659	-1.231430426	1.855141747	0.001360723	0.002403614
ENSCJPG00005011272	19	4164583	4173748	protein_coding			-0.088486889	0.206949344	0.895834088	0.999994659	5.042640502	5.364122828	2.84E-78	9.66E-77
ENSCJPG00005011273	19	4175982	4176078	miRNA	MIR22	microRNA 22 [Source:HGNC Symbol;Acc:HGNC:31599]	0.197853227	-1.444389049	0.800407027	0.999994659	6.466916262	5.188540952	1.33E-105	6.94E-104
ENSCJPG00005011274	19	4177923	4188763	protein_coding	WDR81	WD repeat domain 81 [Source:NCBI gene;Acc:107322526]	-0.161156184	4.788272026	0.497432167	0.999994659	-0.098513967	6.741050189	0.530160514	0.57816007
ENSCJPG00005011275	19	4192343	4199026	protein_coding	SERPINF2	serpin family F member 2 [Source:NCBI gene;Acc:107322529]	0.087880881	0.642258472	0.892465118	0.999994659	-5.337426799	5.144354562	2.97E-44	4.72E-43
ENSCJPG00005011276	19	4204413	4208448	protein_coding	SERPINF1	serpin family F member 1 [Source:NCBI gene;Acc:107322531]	-0.052337186	4.385828642	0.896087653	0.999994659	-1.371213917	7.250204229	3.11E-09	9.85E-09
ENSCJPG00005011277	19	4209262	4214970	protein_coding	SMYD4	SET and MYND domain containing 4 [Source:NCBI gene;Acc:107322527]	-0.060143996	4.852027515	0.787340792	0.999994659	-0.008413935	5.509054777	0.964813331	0.971077041
ENSCJPG00005011278	19	4215294	4235733	protein_coding	RPA1	replication protein A1 [Source:NCBI gene;Acc:107322528]	-0.039527915	6.384754921	0.833470781	0.999994659	-1.280168622	6.360726453	6.59E-16	3.29E-15
ENSCJPG00005011297	19	4260410	4262968	protein_coding	RTN4RL1	reticulon 4 receptor like 1 [Source:HGNC Symbol;Acc:HGNC:21329]	-0.135624448	5.010822405	0.837300807	0.999994659	-1.453153247	0.465087203	0.004631862	0.007584575
ENSCJPG00005011299	19	4289282	4301799	protein_coding	DPH1	diphthamide biosynthesis 1 [Source:NCBI gene;Acc:107322679]	0.342698845	5.599242018	0.453706901	0.999994659	2.519239224	4.715416839	2.57E-16	1.32E-15
ENSCJPG00005011300	19	4302345	4303028	protein_coding	OVCA2	OVCA2 serine hydrolase domain containing [Source:NCBI gene;Acc:107322680]	0.271194591	5.110095134	0.536147326	0.999994659	0.618145702	4.40629657	0.111041824	0.143023957
